KO ID	Name	Definition	Gene Count
KO:K00761	upp, UPRT	uracil phosphoribosyltransferase [EC:2.4.2.9]	29
KO:K00762	pyrE	orotate phosphoribosyltransferase [EC:2.4.2.10]	34
KO:K00763	pncB, NAPRT1	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	30
KO:K00764	purF, PPAT	amidophosphoribosyltransferase [EC:2.4.2.14]	65
KO:K00765	hisG	ATP phosphoribosyltransferase [EC:2.4.2.17]	25
KO:K00766	trpD	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	21
KO:K00767	nadC, QPRT	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	20
KO:K00768	E2.4.2.21, cobU, cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	20
KO:K00769	gpt	xanthine phosphoribosyltransferase [EC:2.4.2.22]	1
KO:K00772	E2.4.2.28, mtaP	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	1
KO:K00773	tgt, QTRT1	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	43
KO:K00777	E2.4.2.-		3
KO:K00782	ykgG	hypothetical protein	5
KO:K00783	rlmH	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	25
KO:K00784	rnz	ribonuclease Z [EC:3.1.26.11]	20
KO:K00786	E2.4.-.-		12
KO:K00788	thiE	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	25
KO:K00789	metK	S-adenosylmethionine synthetase [EC:2.5.1.6]	46
KO:K00790	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	51
KO:K00791	miaA, TRIT1	tRNA dimethylallyltransferase [EC:2.5.1.75]	42
KO:K00793	ribE, RIB5	riboflavin synthase [EC:2.5.1.9]	16
KO:K00794	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	13
KO:K00795	ispA	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	6
KO:K00796	folP	dihydropteroate synthase [EC:2.5.1.15]	18
KO:K00797	speE, SRM	spermidine synthase [EC:2.5.1.16]	10
KO:K00798	E2.5.1.17, cobO, btuR	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	23
KO:K00800	aroA	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	36
KO:K00803	E2.5.1.26, AGPS	alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	5
KO:K00805	hepST	heptaprenyl diphosphate synthase [EC:2.5.1.30]	12
KO:K00806	uppS	undecaprenyl diphosphate synthase [EC:2.5.1.31]	26
KO:K00810	E2.5.1.-		1
KO:K00811	ASP5	aspartate aminotransferase, chloroplastic [EC:2.6.1.1]	17
KO:K00812	aspB	aspartate aminotransferase [EC:2.6.1.1]	22
KO:K00813	aspC	aspartate aminotransferase [EC:2.6.1.1]	3
KO:K00815	TAT	tyrosine aminotransferase [EC:2.6.1.5]	1
KO:K00816	CCBL	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]	1
KO:K00817	hisC	histidinol-phosphate aminotransferase [EC:2.6.1.9]	31
KO:K00818	E2.6.1.11, argD	acetylornithine aminotransferase [EC:2.6.1.11]	26
KO:K00819	E2.6.1.13, rocD	ornithine--oxo-acid transaminase [EC:2.6.1.13]	7
KO:K00820	glmS, GFPT	glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	53
KO:K00821	argD	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	24
KO:K00823	puuE	4-aminobutyrate aminotransferase [EC:2.6.1.19]	5
KO:K00824	dat	D-alanine transaminase [EC:2.6.1.21]	3
KO:K00826	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase [EC:2.6.1.42]	36
KO:K00827	AGXT2	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]	6
KO:K00830	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	2
KO:K00831	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	32
KO:K00832	tyrB	aromatic-amino-acid transaminase [EC:2.6.1.57]	4
KO:K00833	bioA	adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	18
KO:K00836	E2.6.1.76, ectB	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	4
KO:K00837	E2.6.1.-		17
KO:K00840	astC	succinylornithine aminotransferase [EC:2.6.1.81]	2
KO:K00841	patA	aminotransferase [EC:2.6.1.-]	2
KO:K00842	E2.6.1.-E, patB	aminotransferase [EC:2.6.1.-]	16
KO:K00844	HK	hexokinase [EC:2.7.1.1]	6
KO:K00845	glk	glucokinase [EC:2.7.1.2]	53
KO:K00847	E2.7.1.4, scrK	fructokinase [EC:2.7.1.4]	45
KO:K00848	rhaB	rhamnulokinase [EC:2.7.1.5]	31
KO:K00849	galK	galactokinase [EC:2.7.1.6]	24
KO:K00850	pfkA, PFK	6-phosphofructokinase 1 [EC:2.7.1.11]	91
KO:K00851	E2.7.1.12, gntK, idnK	gluconokinase [EC:2.7.1.12]	2
KO:K00852	rbsK, RBKS	ribokinase [EC:2.7.1.15]	23
KO:K00853	araB	L-ribulokinase [EC:2.7.1.16]	5
KO:K00854	xylB, XYLB	xylulokinase [EC:2.7.1.17]	41
KO:K00856	E2.7.1.20, ADK	adenosine kinase [EC:2.7.1.20]	2
KO:K00857	tdk, TK	thymidine kinase [EC:2.7.1.21]	11
KO:K00858	ppnK, NADK	NAD+ kinase [EC:2.7.1.23]	24
KO:K00859	coaE	dephospho-CoA kinase [EC:2.7.1.24]	23
KO:K00860	cysC	adenylylsulfate kinase [EC:2.7.1.25]	7
KO:K00861	RFK, FMN1	riboflavin kinase [EC:2.7.1.26]	1
KO:K00863	E2.7.1.29, DAK1, DAK2	dihydroxyacetone kinase [EC:2.7.1.29]	4
KO:K00864	glpK, GK	glycerol kinase [EC:2.7.1.30]	29
KO:K00865	glxK	glycerate kinase [EC:2.7.1.31]	18
KO:K00868	pdxK, pdxY	pyridoxine kinase [EC:2.7.1.35]	26
KO:K00870	E2.7.1.37	protein kinase [EC:2.7.1.37]	1
KO:K00872	thrB1	homoserine kinase [EC:2.7.1.39]	12
KO:K00873	PK, pyk	pyruvate kinase [EC:2.7.1.40]	38
KO:K00874	kdgK	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	26
KO:K00876	udk, UCK	uridine kinase [EC:2.7.1.48]	54
KO:K00877	THI20	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	3
KO:K00878	thiM	hydroxyethylthiazole kinase [EC:2.7.1.50]	10
KO:K00879	fucK	L-fuculokinase [EC:2.7.1.51]	16
KO:K00880	lyxK	L-xylulokinase [EC:2.7.1.53]	1
KO:K00882	fruK	1-phosphofructokinase [EC:2.7.1.56]	13
KO:K00884	NAGK, nagK	N-acetylglucosamine kinase [EC:2.7.1.59]	1
KO:K00885	nanK	N-acylmannosamine kinase [EC:2.7.1.60]	2
KO:K00891	E2.7.1.71, aroK, aroL	shikimate kinase [EC:2.7.1.71]	28
KO:K00895	E2.7.1.90, pfk	pyrophosphate--fructose-6-phosphate 1-phosphotransferase [EC:2.7.1.90]	16
KO:K00897	E2.7.1.95	kanamycin kinase [EC:2.7.1.95]	1
KO:K00901	E2.7.1.107, DGK, dgkA	diacylglycerol kinase (ATP dependent) [EC:2.7.1.107]	9
KO:K00903	E2.7.10.-	protein-tyrosine kinase [EC:2.7.10.-]	17
KO:K00912	lpxK	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	19
KO:K00917	lacC	tagatose 6-phosphate kinase [EC:2.7.1.144]	2
KO:K00919	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	24
KO:K00924	E2.7.1.-		11
KO:K00925	ackA	acetate kinase [EC:2.7.2.1]	37
KO:K00926	arcC	carbamate kinase [EC:2.7.2.2]	5
KO:K00927	PGK, pgk	phosphoglycerate kinase [EC:2.7.2.3]	40
KO:K00928	lysC	aspartate kinase [EC:2.7.2.4]	58
KO:K00929	E2.7.2.7, buk	butyrate kinase [EC:2.7.2.7]	19
KO:K00930	argB	acetylglutamate kinase [EC:2.7.2.8]	29
KO:K00931	proB	glutamate 5-kinase [EC:2.7.2.11]	25
KO:K00932	E2.7.2.15, tdcD, pduW	propionate kinase [EC:2.7.2.15]	8
KO:K00933	E2.7.3.2	creatine kinase [EC:2.7.3.2]	1
KO:K00934	E2.7.3.3	arginine kinase [EC:2.7.3.3]	3
KO:K00936	E2.7.3.-		87
KO:K00937	ppk	polyphosphate kinase [EC:2.7.4.1]	51
KO:K00939	E2.7.4.3, adk	adenylate kinase [EC:2.7.4.3]	28
KO:K00940	E2.7.4.6, ndk	nucleoside-diphosphate kinase [EC:2.7.4.6]	5
KO:K00941	thiD	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	21
KO:K00942	E2.7.4.8, gmk	guanylate kinase [EC:2.7.4.8]	29
KO:K00943	E2.7.4.9, tmk	dTMP kinase [EC:2.7.4.9]	17
KO:K00945	cmk	cytidylate kinase [EC:2.7.4.14]	52
KO:K00946	thiL	thiamine-monophosphate kinase [EC:2.7.4.16]	21
KO:K00947	E2.7.4.-		2
KO:K00948	PRPS, prsA	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	36
KO:K00949	thiN, TPK1, THI80	thiamine pyrophosphokinase [EC:2.7.6.2]	28
KO:K00950	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	19
KO:K00951	relA	GTP pyrophosphokinase [EC:2.7.6.5]	80
KO:K00953	FLAD1	FAD synthetase [EC:2.7.7.2]	1
KO:K00954	E2.7.7.3A, coaD, kdtB	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	27
KO:K00955	cysNC	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	16
KO:K00956	cysN	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	16
KO:K00957	cysD	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	16
KO:K00960	E2.7.7.6	DNA-directed RNA polymerase [EC:2.7.7.6]	1
KO:K00961	E2.7.7.7	DNA polymerase [EC:2.7.7.7]	6
KO:K00962	pnp, PNPT1	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	67
KO:K00963	UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	8
KO:K00965	galT, GALT	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	18
KO:K00966	GMPP	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	11
KO:K00968	PCYT1	choline-phosphate cytidylyltransferase [EC:2.7.7.15]	5
KO:K00969	nadD	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	20
KO:K00970	pcnB	poly(A) polymerase [EC:2.7.7.19]	31
KO:K00971	manC, cpsB	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	35
KO:K00972	UAP1	UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]	3
KO:K00973	E2.7.7.24, rfbA, rffH	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	28
KO:K00974	cca	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	24
KO:K00975	glgC	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	48
KO:K00978	rfbF	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	14
KO:K00979	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	14
KO:K00980	tagD	glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	3
KO:K00981	E2.7.7.41, CDS1, CDS2, cdsA	phosphatidate cytidylyltransferase [EC:2.7.7.41]	29
KO:K00983	E2.7.7.43, neuA, CMAS	N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	11
KO:K00984	aadA	streptomycin 3"-adenylyltransferase [EC:2.7.7.47]	1
KO:K00986	E2.7.7.49	RNA-directed DNA polymerase [EC:2.7.7.49]	17
KO:K00989	rph	ribonuclease PH [EC:2.7.7.56]	4
KO:K00990	glnD	[protein-PII] uridylyltransferase [EC:2.7.7.59]	1
KO:K00991	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	32
KO:K00995	E2.7.8.5, pgsA, PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	25
KO:K00996	E2.7.8.6, rfbP	undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]	6
KO:K00997	acpS	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	5
KO:K00998	pssA	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	14
KO:K01000	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	33
KO:K01005	E2.7.8.-		11
KO:K01006	ppdK	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	82
KO:K01007	pps, ppsA	pyruvate, water dikinase [EC:2.7.9.2]	3
KO:K01008	selD, SEPHS	selenide, water dikinase [EC:2.7.9.3]	4
KO:K01012	bioB	biotin synthase [EC:2.8.1.6]	25
KO:K01023	E2.8.2.22	arylsulfate sulfotransferase [EC:2.8.2.22]	1
KO:K01026	pct	propionate CoA-transferase [EC:2.8.3.1]	2
KO:K01027	OXCT	3-oxoacid CoA-transferase [EC:2.8.3.5]	3
KO:K01028	E2.8.3.5A, scoA	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	5
KO:K01029	E2.8.3.5B, scoB	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	2
KO:K01034	atoD	acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	4
KO:K01035	atoA	acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	1
KO:K01041	E2.8.3.-		12
KO:K01042	selA	L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	1
KO:K01043	E2.-.-.-		7
KO:K01044	CES1	carboxylesterase 1 [EC:3.1.1.1]	1
KO:K01046	E3.1.1.3	triacylglycerol lipase [EC:3.1.1.3]	2
KO:K01048	pldB	lysophospholipase [EC:3.1.1.5]	2
KO:K01051	E3.1.1.11	pectinesterase [EC:3.1.1.11]	45
KO:K01054	MGLL	acylglycerol lipase [EC:3.1.1.23]	3
KO:K01056	PTH1, pth, spoVC	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	24
KO:K01057	PGLS, pgl, devB	6-phosphogluconolactonase [EC:3.1.1.31]	9
KO:K01058	pldA	phospholipase A1 [EC:3.1.1.32 3.1.1.4]	1
KO:K01060	E3.1.1.41	cephalosporin-C deacetylase [EC:3.1.1.41]	2
KO:K01062	PAFAH	platelet-activating factor acetylhydrolase [EC:3.1.1.47]	4
KO:K01066	E3.1.1.-	esterase / lipase [EC:3.1.1.-]	14
KO:K01067	E3.1.2.1, ACH1	acetyl-CoA hydrolase [EC:3.1.2.1]	7
KO:K01068	ACOT1_2_4	acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]	2
KO:K01069	E3.1.2.6, gloB	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	5
KO:K01076	E3.1.2.-		1
KO:K01077	E3.1.3.1, phoA, phoB	alkaline phosphatase [EC:3.1.3.1]	28
KO:K01078	E3.1.3.2	acid phosphatase [EC:3.1.3.2]	3
KO:K01079	serB, PSPH	phosphoserine phosphatase [EC:3.1.3.3]	10
KO:K01081	E3.1.3.5	5'-nucleotidase [EC:3.1.3.5]	18
KO:K01087	otsB	trehalose 6-phosphate phosphatase [EC:3.1.3.12]	5
KO:K01089	hisB	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]	22
KO:K01090	E3.1.3.16	protein phosphatase [EC:3.1.3.16]	21
KO:K01091	E3.1.3.18, gph	phosphoglycolate phosphatase [EC:3.1.3.18]	67
KO:K01092	E3.1.3.25, IMPA, suhB	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	19
KO:K01095	pgpA	phosphatidylglycerophosphatase A [EC:3.1.3.27]	6
KO:K01101	E3.1.3.41	4-nitrophenyl phosphatase [EC:3.1.3.41]	5
KO:K01104	E3.1.3.48	protein-tyrosine phosphatase [EC:3.1.3.48]	48
KO:K01112	E3.1.3.-		4
KO:K01113	phoD	alkaline phosphatase D [EC:3.1.3.1]	1
KO:K01119	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	24
KO:K01125	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [EC:3.1.4.45]	1
KO:K01126	E3.1.4.46, glpQ, ugpQ	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	57
KO:K01129	dgt	dGTPase [EC:3.1.5.1]	23
KO:K01130	E3.1.6.1, aslA	arylsulfatase [EC:3.1.6.1]	39
KO:K01131	STS	steryl-sulfatase [EC:3.1.6.2]	4
KO:K01132	GALNS	N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]	6
KO:K01133	E3.1.6.6, betC	choline-sulfatase [EC:3.1.6.6]	13
KO:K01134	ARSA	arylsulfatase A [EC:3.1.6.8]	10
KO:K01135	ARSB	arylsulfatase B [EC:3.1.6.12]	6
KO:K01136	IDS	iduronate 2-sulfatase [EC:3.1.6.13]	8
KO:K01137	GNS	N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]	5
KO:K01138	K01138	uncharacterized sulfatase [EC:3.1.6.-]	42
KO:K01139	spoT, HDDC3	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2]	30
KO:K01142	E3.1.11.2, xthA	exodeoxyribonuclease III [EC:3.1.11.2]	23
KO:K01144	E3.1.11.5	exodeoxyribonuclease V [EC:3.1.11.5]	19
KO:K01147	rnb	exoribonuclease II [EC:3.1.13.1]	2
KO:K01150	endA	deoxyribonuclease I [EC:3.1.21.1]	1
KO:K01151	nfo	deoxyribonuclease IV [EC:3.1.21.2]	32
KO:K01152	E3.1.21.3	type I restriction enzyme [EC:3.1.21.3]	3
KO:K01153	hsdR	type I restriction enzyme, R subunit [EC:3.1.21.3]	121
KO:K01154	hsdS	type I restriction enzyme, S subunit [EC:3.1.21.3]	175
KO:K01155	E3.1.21.4	type II restriction enzyme [EC:3.1.21.4]	27
KO:K01156	res	type III restriction enzyme [EC:3.1.21.5]	11
KO:K01159	ruvC	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	24
KO:K01160	rusA	crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	1
KO:K01163	K01163	hypothetical protein	19
KO:K01173	ENDOG	endonuclease G, mitochondrial	9
KO:K01174	E3.1.31.1, nuc	micrococcal nuclease [EC:3.1.31.1]	1
KO:K01175	E3.1.-.-		8
KO:K01176	E3.2.1.1, amyA, malS	alpha-amylase [EC:3.2.1.1]	19
KO:K01179	E3.2.1.4	endoglucanase [EC:3.2.1.4]	34
KO:K01180	E3.2.1.6	endo-1,3(4)-beta-glucanase [EC:3.2.1.6]	1
KO:K01181	E3.2.1.8, xynA	endo-1,4-beta-xylanase [EC:3.2.1.8]	11
KO:K01182	E3.2.1.10	oligo-1,6-glucosidase [EC:3.2.1.10]	16
KO:K01183	E3.2.1.14	chitinase [EC:3.2.1.14]	13
KO:K01185	E3.2.1.17	lysozyme [EC:3.2.1.17]	6
KO:K01186	NEU1	sialidase-1 [EC:3.2.1.18]	19
KO:K01187	malZ	alpha-glucosidase [EC:3.2.1.20]	179
KO:K01188	E3.2.1.21	beta-glucosidase [EC:3.2.1.21]	120
KO:K01190	lacZ	beta-galactosidase [EC:3.2.1.23]	331
KO:K01191	E3.2.1.24	alpha-mannosidase [EC:3.2.1.24]	40
KO:K01192	E3.2.1.25, MANBA, manB	beta-mannosidase [EC:3.2.1.25]	37
KO:K01193	E3.2.1.26, sacA	beta-fructofuranosidase [EC:3.2.1.26]	28
KO:K01194	E3.2.1.28, treA, treF	alpha,alpha-trehalase [EC:3.2.1.28]	3
KO:K01195	uidA, GUSB	beta-glucuronidase [EC:3.2.1.31]	36
KO:K01197	hya	hyaluronoglucosaminidase [EC:3.2.1.35]	7
KO:K01198	xynB	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	13
KO:K01200	E3.2.1.41	pullulanase [EC:3.2.1.41]	33
KO:K01201	GBA, srfJ	glucosylceramidase [EC:3.2.1.45]	14
KO:K01205	NAGLU	alpha-N-acetylglucosaminidase [EC:3.2.1.50]	34
KO:K01206	FUCA	alpha-L-fucosidase [EC:3.2.1.51]	78
KO:K01207	E3.2.1.52, nagZ	beta-N-acetylhexosaminidase [EC:3.2.1.52]	35
KO:K01208	E3.2.1.54	cyclomaltodextrinase [EC:3.2.1.54]	2
KO:K01209	E3.2.1.55, abfA	alpha-N-arabinofuranosidase [EC:3.2.1.55]	65
KO:K01210	E3.2.1.58	glucan 1,3-beta-glucosidase [EC:3.2.1.58]	1
KO:K01212	sacC	levanase [EC:3.2.1.65]	33
KO:K01214	E3.2.1.68	isoamylase [EC:3.2.1.68]	1
KO:K01215	dexB	glucan 1,6-alpha-glucosidase [EC:3.2.1.70]	2
KO:K01216	E3.2.1.73	licheninase [EC:3.2.1.73]	4
KO:K01218	E3.2.1.78	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	8
KO:K01222	E3.2.1.86A, celF	6-phospho-beta-glucosidase [EC:3.2.1.86]	5
KO:K01223	E3.2.1.86B, bglA	6-phospho-beta-glucosidase [EC:3.2.1.86]	12
KO:K01224	E3.2.1.89	arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]	12
KO:K01225	E3.2.1.91	cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]	1
KO:K01226	treC	trehalose-6-phosphate hydrolase [EC:3.2.1.93]	6
KO:K01228	GCS1	mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]	1
KO:K01229	LCT	lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62]	2
KO:K01232	E3.2.1.122, glvA	maltose-6'-phosphate glucosidase [EC:3.2.1.122]	4
KO:K01234	E3.2.1.135, nplT	neopullulanase [EC:3.2.1.135]	18
KO:K01235	aguA	alpha-glucuronidase [EC:3.2.1.139]	14
KO:K01238	E3.2.1.-		21
KO:K01239	iunH	purine nucleosidase [EC:3.2.2.1]	3
KO:K01241	amn	AMP nucleosidase [EC:3.2.2.4]	6
KO:K01243	mtnN, mtn, pfs	adenosylhomocysteine nucleosidase [EC:3.2.2.9]	28
KO:K01244	MTN	5'-methylthioadenosine nucleosidase [EC:3.2.2.16]	1
KO:K01246	tag	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	10
KO:K01247	alkA	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	3
KO:K01249	E3.2.2.-	DNA glycosylase [EC:3.2.2.-]	1
KO:K01250	rihA	pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]	1
KO:K01251	E3.3.1.1, ahcY	adenosylhomocysteinase [EC:3.3.1.1]	23
KO:K01255	CARP, pepA	leucyl aminopeptidase [EC:3.4.11.1]	1
KO:K01256	pepN	aminopeptidase N [EC:3.4.11.2]	3
KO:K01258	pepT	tripeptide aminopeptidase [EC:3.4.11.4]	28
KO:K01262	pepP	Xaa-Pro aminopeptidase [EC:3.4.11.9]	61
KO:K01265	E3.4.11.18, map	methionyl aminopeptidase [EC:3.4.11.18]	48
KO:K01266	dmpA	D-aminopeptidase [EC:3.4.11.19]	3
KO:K01267	E3.4.11.21, DNPEP	aspartyl aminopeptidase [EC:3.4.11.21]	10
KO:K01269	E3.4.11.-	aminopeptidase [EC:3.4.11.-]	36
KO:K01270	K01270, pepD	dipeptidase D [EC:3.4.13.-]	42
KO:K01271	pepQ	Xaa-Pro dipeptidase [EC:3.4.13.9]	25
KO:K01273	E3.4.13.19, DPEP1	membrane dipeptidase [EC:3.4.13.19]	11
KO:K01274	E3.4.13.-	D-alanyl-D-alanine dipeptidase [EC:3.4.13.-]	2
KO:K01277	E3.4.14.4, DPP3	dipeptidyl-peptidase III [EC:3.4.14.4]	25
KO:K01278	DPP4	dipeptidyl-peptidase 4 [EC:3.4.14.5]	44
KO:K01284	dcp	peptidyl-dipeptidase Dcp [EC:3.4.15.5]	47
KO:K01286	E3.4.16.4	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	17
KO:K01297	ldcA	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	11
KO:K01299	E3.4.17.19	carboxypeptidase Taq [EC:3.4.17.19]	4
KO:K01303	APEH	acylaminoacyl-peptidase [EC:3.4.19.1]	4
KO:K01304	E3.4.19.3, pcp	pyroglutamyl-peptidase [EC:3.4.19.3]	5
KO:K01305	iadA	beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	3
KO:K01308	E3.4.19.11	g-D-glutamyl-meso-diaminopimelate peptidase [EC:3.4.19.11]	6
KO:K01322	E3.4.21.26, PREP	prolyl oligopeptidase [EC:3.4.21.26]	10
KO:K01338	lon	ATP-dependent Lon protease [EC:3.4.21.53]	73
KO:K01343	PLAT	tissue plasminogen activator [EC:3.4.21.68]	1
KO:K01356	lexA	repressor LexA [EC:3.4.21.88]	22
KO:K01358	clpP, CLPP	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	38
KO:K01361	E3.4.21.96	lactocepin [EC:3.4.21.96]	1
KO:K01362	E3.4.21.-		47
KO:K01372	E3.4.22.40, pepC	bleomycin hydrolase [EC:3.4.22.40]	21
KO:K01389	MME	neprilysin [EC:3.4.24.11]	1
KO:K01392	THOP1	thimet oligopeptidase [EC:3.4.24.15]	1
KO:K01393	NLN	neurolysin [EC:3.4.24.16]	1
KO:K01409	gcp, QRI7, OSGEPL, tsaD	O-sialoglycoprotein endopeptidase [EC:3.4.24.57]	48
KO:K01412	PMPCA, MAS2	mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]	10
KO:K01414	prlC	oligopeptidase A [EC:3.4.24.70]	9
KO:K01415	ECE	endothelin-converting enzyme [EC:3.4.24.71]	9
KO:K01417	E3.4.24.-	putative zinc metalloprotease [EC:3.4.24.-]	22
KO:K01419	hslV, clpQ	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	5
KO:K01420	fnr	CRP/FNR family transcriptional regulator, anaerobic regulatory protein	7
KO:K01421	yhgE	putative membrane protein	16
KO:K01422	E3.4.99.-		15
KO:K01423	E3.4.-.-		7
KO:K01424	E3.5.1.1, ansA, ansB	L-asparaginase [EC:3.5.1.1]	42
KO:K01425	glsA, GLS	glutaminase [EC:3.5.1.2]	20
KO:K01427	URE	urease [EC:3.5.1.5]	1
KO:K01428	ureC	urease subunit alpha [EC:3.5.1.5]	2
KO:K01429	ureB	urease subunit beta [EC:3.5.1.5]	2
KO:K01430	ureA	urease subunit gamma [EC:3.5.1.5]	1
KO:K01433	purU	formyltetrahydrofolate deformylase [EC:3.5.1.10]	6
KO:K01436	K01436	amidohydrolase [EC:3.5.1.-]	14
KO:K01438	argE	acetylornithine deacetylase [EC:3.5.1.16]	14
